la_code,la_name,SN,SN_code,SN_name,SN_prox
E06000050,Cheshire West and Chester,3,E06000049,Cheshire East,Very close
E06000050,Cheshire West and Chester,4,E10000031,Warwickshire,Very close
E06000050,Cheshire West and Chester,5,E10000034,Worcestershire,Very close
E06000050,Cheshire West and Chester,6,E10000013,Gloucestershire,Very close
E06000050,Cheshire West and Chester,7,E06000007,Warrington,Very close
E06000050,Cheshire West and Chester,8,E10000008,Devon,Very close
E06000050,Cheshire West and Chester,9,E10000032,West Sussex,Close 
E06000050,Cheshire West and Chester,10,E06000057,Northumberland,Close 
E06000051,Shropshire,1,E06000065,North Yorkshire,Extremely close
E06000051,Shropshire,2,E06000066,Somerset,Very close
E06000051,Shropshire,3,E10000028,Staffordshire,Very close
E06000051,Shropshire,4,E06000011,East Riding of Yorkshire,Very close
E06000051,Shropshire,5,E06000059,Dorset,Very close
E06000051,Shropshire,6,E06000019,"Herefordshire, County of",Very close
E06000051,Shropshire,7,E10000007,Derbyshire,Very close
E06000051,Shropshire,8,E10000034,Worcestershire,Very close
E06000051,Shropshire,9,E06000064,Westmorland and Furness,Very close
E06000051,Shropshire,10,E10000013,Gloucestershire,Very close
E06000052,Cornwall,1,E10000020,Norfolk,Very close
E06000052,Cornwall,2,E08000002,Bury,Very close
E06000052,Cornwall,3,E10000011,East Sussex,Very close
E06000052,Cornwall,4,E10000007,Derbyshire,Very close
E06000052,Cornwall,5,E06000057,Northumberland,Very close
E06000052,Cornwall,6,E10000029,Suffolk,Very close
E06000052,Cornwall,7,E10000008,Devon,Very close
E06000052,Cornwall,8,E10000024,Nottinghamshire,Very close
E06000052,Cornwall,9,E10000017,Lancashire,Very close
E06000052,Cornwall,10,E10000016,Kent,Very close
E06000053,Isles of Scilly,1,E06000037,West Berkshire,Not close
E06000053,Isles of Scilly,2,E06000060,Buckinghamshire,Not close
E06000053,Isles of Scilly,3,E06000041,Wokingham,Not close
E06000053,Isles of Scilly,4,E10000025,Oxfordshire,Not close
E06000053,Isles of Scilly,5,E10000014,Hampshire,Not close
E06000053,Isles of Scilly,6,E10000030,Surrey,Not close
E06000053,Isles of Scilly,7,E10000003,Cambridgeshire,Not close
E06000053,Isles of Scilly,8,E06000024,North Somerset,Not close
E06000053,Isles of Scilly,9,E06000036,Bracknell Forest,Not close
E06000053,Isles of Scilly,10,E06000054,Wiltshire,Not close
E06000054,Wiltshire,1,E10000014,Hampshire,Extremely close
E06000054,Wiltshire,2,E10000013,Gloucestershire,Very close
E06000054,Wiltshire,3,E06000024,North Somerset,Very close
E06000054,Wiltshire,4,E10000032,West Sussex,Very close
E06000054,Wiltshire,5,E10000018,Leicestershire,Very close
E06000054,Wiltshire,6,E10000031,Warwickshire,Very close
E06000054,Wiltshire,7,E06000049,Cheshire East,Very close
E06000054,Wiltshire,8,E10000012,Essex,Very close
E06000054,Wiltshire,9,E06000065,North Yorkshire,Very close
E06000054,Wiltshire,10,E06000025,South Gloucestershire,Very close
E06000055,Bedford,1,E09000004,Bexley,Very close
E06000055,Bedford,2,E06000042,Milton Keynes,Very close
E06000055,Bedford,3,E06000062,West Northamptonshire,Very close
E06000055,Bedford,4,E09000016,Havering,Very close
E06000055,Bedford,5,E10000031,Warwickshire,Very close
E06000055,Bedford,6,E06000058,"Bournemouth, Christchurch and Poole",Very close
E06000055,Bedford,7,E10000016,Kent,Very close
E06000055,Bedford,8,E10000029,Suffolk,Very close
E06000055,Bedford,9,E10000012,Essex,Very close
E06000055,Bedford,10,E06000030,Swindon,Very close
E06000056,Central Bedfordshire,1,E06000060,Buckinghamshire,Very close
E06000056,Central Bedfordshire,2,E06000025,South Gloucestershire,Very close
E06000056,Central Bedfordshire,3,E10000003,Cambridgeshire,Very close
E06000056,Central Bedfordshire,4,E10000014,Hampshire,Very close
E06000056,Central Bedfordshire,5,E06000054,Wiltshire,Very close
E06000056,Central Bedfordshire,6,E10000025,Oxfordshire,Very close
E06000056,Central Bedfordshire,7,E10000032,West Sussex,Very close
E06000056,Central Bedfordshire,8,E06000036,Bracknell Forest,Very close
E06000056,Central Bedfordshire,9,E06000037,West Berkshire,Very close
E06000056,Central Bedfordshire,10,E10000015,Hertfordshire,Very close
E06000057,Northumberland,1,E10000020,Norfolk,Very close
E06000057,Northumberland,2,E10000007,Derbyshire,Very close
E06000057,Northumberland,3,E10000017,Lancashire,Very close
E06000057,Northumberland,4,E06000052,Cornwall,Very close
E06000057,Northumberland,5,E10000008,Devon,Very close
E06000057,Northumberland,6,E06000047,County Durham,Very close
E06000057,Northumberland,7,E06000059,Dorset,Very close
E06000057,Northumberland,8,E10000016,Kent,Very close
E06000057,Northumberland,9,E10000034,Worcestershire,Very close
E06000057,Northumberland,10,E10000029,Suffolk,Very close
E06000058,"Bournemouth, Christchurch and Poole",1,E06000055,Bedford,Very close
E06000058,"Bournemouth, Christchurch and Poole",2,E06000033,Southend-on-Sea,Very close
E06000058,"Bournemouth, Christchurch and Poole",3,E10000016,Kent,Very close
E06000058,"Bournemouth, Christchurch and Poole",4,E10000008,Devon,Very close
E06000058,"Bournemouth, Christchurch and Poole",5,E06000042,Milton Keynes,Very close
E06000058,"Bournemouth, Christchurch and Poole",6,E09000004,Bexley,Very close
E06000058,"Bournemouth, Christchurch and Poole",7,E10000032,West Sussex,Very close
E06000058,"Bournemouth, Christchurch and Poole",8,E10000020,Norfolk,Very close
E06000058,"Bournemouth, Christchurch and Poole",9,E10000011,East Sussex,Close 
E06000058,"Bournemouth, Christchurch and Poole",10,E10000012,Essex,Close 
E06000059,Dorset,1,E06000066,Somerset,Very close
E06000059,Dorset,2,E10000008,Devon,Very close
E06000059,Dorset,3,E06000051,Shropshire,Very close
E06000059,Dorset,4,E10000029,Suffolk,Very close
E06000059,Dorset,5,E10000034,Worcestershire,Very close
E06000059,Dorset,6,E10000012,Essex,Very close
E06000059,Dorset,7,E10000007,Derbyshire,Very close
E06000059,Dorset,8,E10000016,Kent,Very close
E06000059,Dorset,9,E10000032,West Sussex,Very close
E06000059,Dorset,10,E06000065,North Yorkshire,Very close
E06000060,Buckinghamshire,1,E10000025,Oxfordshire,Very close
E06000060,Buckinghamshire,2,E10000015,Hertfordshire,Very close
E06000060,Buckinghamshire,3,E06000037,West Berkshire,Very close
E06000060,Buckinghamshire,4,E10000030,Surrey,Very close
E06000060,Buckinghamshire,5,E10000003,Cambridgeshire,Very close
E06000060,Buckinghamshire,6,E06000036,Bracknell Forest,Very close
E06000060,Buckinghamshire,7,E06000056,Central Bedfordshire,Very close
E06000060,Buckinghamshire,8,E06000040,Windsor and Maidenhead,Very close
E06000060,Buckinghamshire,9,E08000009,Trafford,Very close
E06000060,Buckinghamshire,10,E10000014,Hampshire,Very close
E06000061,North Northamptonshire,1,E06000030,Swindon,Very close
E06000061,North Northamptonshire,2,E06000062,West Northamptonshire,Very close
E06000061,North Northamptonshire,3,E10000029,Suffolk,Very close
E06000061,North Northamptonshire,4,E10000019,Lincolnshire,Very close
E06000061,North Northamptonshire,5,E06000066,Somerset,Very close
E06000061,North Northamptonshire,6,E06000034,Thurrock,Very close
E06000061,North Northamptonshire,7,E10000024,Nottinghamshire,Very close
E06000061,North Northamptonshire,8,E06000013,North Lincolnshire,Very close
E06000061,North Northamptonshire,9,E06000035,Medway,Very close
E06000061,North Northamptonshire,10,E08000036,Wakefield,Very close
E06000062,West Northamptonshire,1,E06000055,Bedford,Very close
E06000062,West Northamptonshire,2,E06000061,North Northamptonshire,Very close
E06000062,West Northamptonshire,3,E10000031,Warwickshire,Very close
E06000062,West Northamptonshire,4,E06000030,Swindon,Very close
E06000062,West Northamptonshire,5,E06000066,Somerset,Very close
E06000062,West Northamptonshire,6,E10000029,Suffolk,Very close
E06000062,West Northamptonshire,7,E09000016,Havering,Very close
E06000062,West Northamptonshire,8,E10000018,Leicestershire,Very close
E06000062,West Northamptonshire,9,E10000025,Oxfordshire,Very close
E06000062,West Northamptonshire,10,E09000004,Bexley,Very close
E06000063,Cumberland,1,E06000064,Westmorland and Furness,Very close
E06000063,Cumberland,2,E10000019,Lincolnshire,Very close
E06000063,Cumberland,3,E06000019,"Herefordshire, County of",Very close
E06000063,Cumberland,4,E10000017,Lancashire,Close 
E06000063,Cumberland,5,E06000013,North Lincolnshire,Close 
E06000063,Cumberland,6,E08000036,Wakefield,Close 
E06000063,Cumberland,7,E10000028,Staffordshire,Close 
E06000063,Cumberland,8,E06000057,Northumberland,Close 
E06000063,Cumberland,9,E08000017,Doncaster,Close 
E06000063,Cumberland,10,E08000016,Barnsley,Close 
E06000064,Westmorland and Furness,1,E06000019,"Herefordshire, County of",Very close
E06000064,Westmorland and Furness,2,E06000063,Cumberland,Very close
E06000064,Westmorland and Furness,3,E10000028,Staffordshire,Very close
E06000064,Westmorland and Furness,4,E06000051,Shropshire,Very close
E06000064,Westmorland and Furness,5,E06000011,East Riding of Yorkshire,Very close
E06000064,Westmorland and Furness,6,E06000065,North Yorkshire,Very close
E06000064,Westmorland and Furness,7,E10000019,Lincolnshire,Very close
E06000064,Westmorland and Furness,8,E06000066,Somerset,Very close
E06000064,Westmorland and Furness,9,E10000029,Suffolk,Close 
E06000064,Westmorland and Furness,10,E10000007,Derbyshire,Close 
E06000065,North Yorkshire,1,E06000051,Shropshire,Extremely close
E06000065,North Yorkshire,2,E06000049,Cheshire East,Very close
E06000065,North Yorkshire,3,E06000011,East Riding of Yorkshire,Very close
E06000065,North Yorkshire,4,E10000028,Staffordshire,Very close
E06000065,North Yorkshire,5,E10000013,Gloucestershire,Very close
E06000065,North Yorkshire,6,E06000007,Warrington,Very close
E06000065,North Yorkshire,7,E10000031,Warwickshire,Very close
E06000065,North Yorkshire,8,E06000019,"Herefordshire, County of",Very close
E06000065,North Yorkshire,9,E06000054,Wiltshire,Very close
E06000065,North Yorkshire,10,E06000066,Somerset,Very close
E06000066,Somerset,1,E10000029,Suffolk,Very close
E06000066,Somerset,2,E10000007,Derbyshire,Very close
E06000066,Somerset,3,E06000059,Dorset,Very close
E06000066,Somerset,4,E06000051,Shropshire,Very close
E06000066,Somerset,5,E10000034,Worcestershire,Very close
E06000066,Somerset,6,E10000024,Nottinghamshire,Very close
E06000066,Somerset,7,E10000008,Devon,Very close
E06000066,Somerset,8,E10000028,Staffordshire,Very close
E06000066,Somerset,9,E10000018,Leicestershire,Very close
E06000066,Somerset,10,E10000012,Essex,Very close
E08000001,Bolton,1,E08000005,Rochdale,Very close
E08000001,Bolton,2,E06000015,Derby,Very close
E08000001,Bolton,3,E08000004,Oldham,Very close
E08000001,Bolton,4,E08000008,Tameside,Very close
E08000001,Bolton,5,E08000030,Walsall,Very close
E08000001,Bolton,6,E08000006,Salford,Close 
E08000001,Bolton,7,E06000008,Blackburn with Darwen,Close 
E08000001,Bolton,8,E08000026,Coventry,Close 
E08000001,Bolton,9,E08000019,Sheffield,Close 
E08000001,Bolton,10,E06000031,Peterborough,Close 
E08000002,Bury,1,E10000017,Lancashire,Very close
E08000002,Bury,2,E06000052,Cornwall,Very close
E08000002,Bury,3,E08000022,North Tyneside,Very close
E08000002,Bury,4,E10000016,Kent,Very close
E08000002,Bury,5,E08000027,Dudley,Very close
E08000002,Bury,6,E10000024,Nottinghamshire,Very close
E08000002,Bury,7,E06000004,Stockton-on-Tees,Very close
E08000002,Bury,8,E10000020,Norfolk,Very close
E08000002,Bury,9,E06000035,Medway,Very close
E08000002,Bury,10,E09000004,Bexley,Very close
E08000003,Manchester,1,E06000018,Nottingham,Very close
E08000003,Manchester,2,E08000025,Birmingham,Very close
E08000003,Manchester,3,E08000021,Newcastle upon Tyne,Close 
E08000003,Manchester,4,E09000010,Enfield,Somewhat close
E08000003,Manchester,5,E08000032,Bradford,Somewhat close
E08000003,Manchester,6,E08000006,Salford,Somewhat close
E08000003,Manchester,7,E06000002,Middlesbrough,Somewhat close
E08000003,Manchester,8,E06000045,Southampton,Somewhat close
E08000003,Manchester,9,E09000014,Haringey,Somewhat close
E08000003,Manchester,10,E08000004,Oldham,Somewhat close
E08000004,Oldham,1,E06000008,Blackburn with Darwen,Very close
E08000004,Oldham,2,E08000001,Bolton,Very close
E08000004,Oldham,3,E08000005,Rochdale,Very close
E08000004,Oldham,4,E08000032,Bradford,Close 
E08000004,Oldham,5,E08000030,Walsall,Close 
E08000004,Oldham,6,E06000015,Derby,Close 
E08000004,Oldham,7,E06000021,Stoke-on-Trent,Close 
E08000004,Oldham,8,E08000026,Coventry,Close 
E08000004,Oldham,9,E08000025,Birmingham,Close 
E08000004,Oldham,10,E08000028,Sandwell,Close 
E08000005,Rochdale,1,E08000030,Walsall,Very close
E08000005,Rochdale,2,E08000008,Tameside,Very close
E08000005,Rochdale,3,E06000021,Stoke-on-Trent,Very close
E08000005,Rochdale,4,E08000001,Bolton,Very close
E08000005,Rochdale,5,E08000024,Sunderland,Very close
E08000005,Rochdale,6,E08000017,Doncaster,Very close
E08000005,Rochdale,7,E08000018,Rotherham,Very close
E08000005,Rochdale,8,E06000015,Derby,Very close
E08000005,Rochdale,9,E08000004,Oldham,Very close
E08000005,Rochdale,10,E08000006,Salford,Very close
E08000006,Salford,1,E08000019,Sheffield,Very close
E08000006,Salford,2,E08000005,Rochdale,Very close
E08000006,Salford,3,E06000044,Portsmouth,Very close
E08000006,Salford,4,E08000021,Newcastle upon Tyne,Very close
E08000006,Salford,5,E08000037,Gateshead,Close 
E08000006,Salford,6,E08000001,Bolton,Close 
E08000006,Salford,7,E08000023,South Tyneside,Close 
E08000006,Salford,8,E08000008,Tameside,Close 
E08000006,Salford,9,E06000045,Southampton,Close 
E08000006,Salford,10,E08000035,Leeds,Close 
E08000007,Stockport,1,E08000029,Solihull,Very close
E08000007,Stockport,2,E08000009,Trafford,Very close
E08000007,Stockport,3,E06000050,Cheshire West and Chester,Very close
E08000007,Stockport,4,E10000013,Gloucestershire,Very close
E08000007,Stockport,5,E10000015,Hertfordshire,Very close
E08000007,Stockport,6,E10000032,West Sussex,Very close
E08000007,Stockport,7,E10000031,Warwickshire,Very close
E08000007,Stockport,8,E06000024,North Somerset,Very close
E08000007,Stockport,9,E06000025,South Gloucestershire,Very close
E08000007,Stockport,10,E10000003,Cambridgeshire,Very close
E08000008,Tameside,1,E08000018,Rotherham,Very close
E08000008,Tameside,2,E08000037,Gateshead,Very close
E08000008,Tameside,3,E08000005,Rochdale,Very close
E08000008,Tameside,4,E08000016,Barnsley,Very close
E08000008,Tameside,5,E08000036,Wakefield,Very close
E08000008,Tameside,6,E08000027,Dudley,Very close
E08000008,Tameside,7,E06000020,Telford and Wrekin,Very close
E08000008,Tameside,8,E06000026,Plymouth,Very close
E08000008,Tameside,9,E08000024,Sunderland,Very close
E08000008,Tameside,10,E06000027,Torbay,Very close
E08000009,Trafford,1,E10000015,Hertfordshire,Very close
E08000009,Trafford,2,E08000007,Stockport,Very close
E08000009,Trafford,3,E06000060,Buckinghamshire,Very close
E08000009,Trafford,4,E10000025,Oxfordshire,Very close
E08000009,Trafford,5,E10000030,Surrey,Very close
E08000009,Trafford,6,E09000006,Bromley,Very close
E08000009,Trafford,7,E06000049,Cheshire East,Very close
E08000009,Trafford,8,E10000003,Cambridgeshire,Very close
E08000009,Trafford,9,E10000013,Gloucestershire,Very close
E08000009,Trafford,10,E08000029,Solihull,Very close
E08000010,Wigan,1,E10000017,Lancashire,Very close
E08000010,Wigan,2,E10000019,Lincolnshire,Very close
E08000010,Wigan,3,E08000014,Sefton,Close 
E08000010,Wigan,4,E06000007,Warrington,Close 
E08000010,Wigan,5,E10000028,Staffordshire,Close 
E08000010,Wigan,6,E08000027,Dudley,Close 
E08000010,Wigan,7,E06000057,Northumberland,Close 
E08000010,Wigan,8,E06000019,"Herefordshire, County of",Close 
E08000010,Wigan,9,E06000004,Stockton-on-Tees,Close 
E08000010,Wigan,10,E06000051,Shropshire,Close 
E08000011,Knowsley,1,E08000013,St Helens,Close 
E08000011,Knowsley,2,E06000006,Halton,Close 
E08000011,Knowsley,3,E08000024,Sunderland,Close 
E08000011,Knowsley,4,E06000001,Hartlepool,Close 
E08000011,Knowsley,5,E06000003,Redcar and Cleveland,Close 
E08000011,Knowsley,6,E08000014,Sefton,Close 
E08000011,Knowsley,7,E08000015,Wirral,Close 
E08000011,Knowsley,8,E08000023,South Tyneside,Close 
E08000011,Knowsley,9,E06000047,County Durham,Close 
E08000011,Knowsley,10,E08000012,Liverpool,Close 
E08000012,Liverpool,1,E06000009,Blackpool,Very close
E08000012,Liverpool,2,E06000001,Hartlepool,Close 
E08000012,Liverpool,3,E06000002,Middlesbrough,Close 
E08000012,Liverpool,4,E08000006,Salford,Close 
E08000012,Liverpool,5,E08000023,South Tyneside,Close 
E08000012,Liverpool,6,E08000011,Knowsley,Close 
E08000012,Liverpool,7,E08000024,Sunderland,Close 
E08000012,Liverpool,8,E08000021,Newcastle upon Tyne,Close 
E08000012,Liverpool,9,E06000003,Redcar and Cleveland,Somewhat close
E08000012,Liverpool,10,E08000005,Rochdale,Somewhat close
E08000013,St Helens,1,E06000006,Halton,Very close
E08000013,St Helens,2,E08000014,Sefton,Close 
E08000013,St Helens,3,E08000011,Knowsley,Close 
E08000013,St Helens,4,E06000047,County Durham,Close 
E08000013,St Helens,5,E06000003,Redcar and Cleveland,Close 
E08000013,St Helens,6,E08000016,Barnsley,Close 
E08000013,St Helens,7,E08000024,Sunderland,Close 
E08000013,St Helens,8,E08000015,Wirral,Close 
E08000013,St Helens,9,E06000004,Stockton-on-Tees,Close 
E08000013,St Helens,10,E06000020,Telford and Wrekin,Close 
E08000014,Sefton,1,E08000015,Wirral,Very close
E08000014,Sefton,2,E08000013,St Helens,Close 
E08000014,Sefton,3,E08000010,Wigan,Close 
E08000014,Sefton,4,E10000017,Lancashire,Close 
E08000014,Sefton,5,E06000006,Halton,Close 
E08000014,Sefton,6,E06000047,County Durham,Close 
E08000014,Sefton,7,E06000004,Stockton-on-Tees,Close 
E08000014,Sefton,8,E08000011,Knowsley,Close 
E08000014,Sefton,9,E06000005,Darlington,Close 
E08000014,Sefton,10,E08000002,Bury,Close 
E08000015,Wirral,1,E06000047,County Durham,Very close
E08000015,Wirral,2,E08000014,Sefton,Very close
E08000015,Wirral,3,E06000006,Halton,Very close
E08000015,Wirral,4,E06000004,Stockton-on-Tees,Very close
E08000015,Wirral,5,E08000024,Sunderland,Close 
E08000015,Wirral,6,E08000037,Gateshead,Close 
E08000015,Wirral,7,E06000003,Redcar and Cleveland,Close 
E08000015,Wirral,8,E10000017,Lancashire,Close 
E08000015,Wirral,9,E08000002,Bury,Close 
E08000015,Wirral,10,E08000023,South Tyneside,Close 
E08000016,Barnsley,1,E08000018,Rotherham,Very close
E08000016,Barnsley,2,E08000036,Wakefield,Very close
E08000016,Barnsley,3,E08000008,Tameside,Very close
E08000016,Barnsley,4,E08000017,Doncaster,Very close
E08000016,Barnsley,5,E08000027,Dudley,Very close
E08000016,Barnsley,6,E06000020,Telford and Wrekin,Very close
E08000016,Barnsley,7,E06000047,County Durham,Very close
E08000016,Barnsley,8,E08000037,Gateshead,Very close
E08000016,Barnsley,9,E06000003,Redcar and Cleveland,Very close
E08000016,Barnsley,10,E08000024,Sunderland,Very close
E08000017,Doncaster,1,E08000018,Rotherham,Very close
E08000017,Doncaster,2,E08000016,Barnsley,Very close
E08000017,Doncaster,3,E08000036,Wakefield,Very close
E08000017,Doncaster,4,E06000020,Telford and Wrekin,Very close
E08000017,Doncaster,5,E08000008,Tameside,Very close
E08000017,Doncaster,6,E06000012,North East Lincolnshire,Very close
E08000017,Doncaster,7,E08000030,Walsall,Very close
E08000017,Doncaster,8,E06000021,Stoke-on-Trent,Very close
E08000017,Doncaster,9,E08000005,Rochdale,Very close
E08000017,Doncaster,10,E06000013,North Lincolnshire,Very close
E08000018,Rotherham,1,E08000016,Barnsley,Very close
E08000018,Rotherham,2,E08000008,Tameside,Very close
E08000018,Rotherham,3,E08000017,Doncaster,Very close
E08000018,Rotherham,4,E08000036,Wakefield,Very close
E08000018,Rotherham,5,E06000020,Telford and Wrekin,Very close
E08000018,Rotherham,6,E08000027,Dudley,Very close
E08000018,Rotherham,7,E06000003,Redcar and Cleveland,Very close
E08000018,Rotherham,8,E08000024,Sunderland,Very close
E08000018,Rotherham,9,E08000037,Gateshead,Very close
E08000018,Rotherham,10,E06000047,County Durham,Very close
E08000019,Sheffield,1,E08000034,Kirklees,Very close
E08000019,Sheffield,2,E06000044,Portsmouth,Very close
E08000019,Sheffield,3,E08000006,Salford,Very close
E08000019,Sheffield,4,E08000035,Leeds,Very close
E08000019,Sheffield,5,E06000015,Derby,Very close
E08000019,Sheffield,6,E08000005,Rochdale,Close 
E08000019,Sheffield,7,E08000021,Newcastle upon Tyne,Close 
E08000019,Sheffield,8,E06000045,Southampton,Close 
E08000019,Sheffield,9,E08000008,Tameside,Close 
E08000019,Sheffield,10,E08000001,Bolton,Close 
E08000021,Newcastle upon Tyne,1,E08000006,Salford,Very close
E08000021,Newcastle upon Tyne,2,E08000019,Sheffield,Close 
E08000021,Newcastle upon Tyne,3,E06000002,Middlesbrough,Close 
E08000021,Newcastle upon Tyne,4,E06000044,Portsmouth,Close 
E08000021,Newcastle upon Tyne,5,E06000018,Nottingham,Close 
E08000021,Newcastle upon Tyne,6,E08000035,Leeds,Close 
E08000021,Newcastle upon Tyne,7,E08000025,Birmingham,Close 
E08000021,Newcastle upon Tyne,8,E06000045,Southampton,Close 
E08000021,Newcastle upon Tyne,9,E08000003,Manchester,Close 
E08000021,Newcastle upon Tyne,10,E06000009,Blackpool,Close 
E08000022,North Tyneside,1,E08000002,Bury,Very close
E08000022,North Tyneside,2,E10000024,Nottinghamshire,Very close
E08000022,North Tyneside,3,E06000004,Stockton-on-Tees,Very close
E08000022,North Tyneside,4,E06000024,North Somerset,Very close
E08000022,North Tyneside,5,E06000005,Darlington,Close 
E08000022,North Tyneside,6,E10000017,Lancashire,Close 
E08000022,North Tyneside,7,E08000029,Solihull,Close 
E08000022,North Tyneside,8,E06000052,Cornwall,Close 
E08000022,North Tyneside,9,E08000037,Gateshead,Close 
E08000022,North Tyneside,10,E10000016,Kent,Close 
E08000023,South Tyneside,1,E08000024,Sunderland,Very close
E08000023,South Tyneside,2,E06000003,Redcar and Cleveland,Very close
E08000023,South Tyneside,3,E08000037,Gateshead,Very close
E08000023,South Tyneside,4,E06000001,Hartlepool,Very close
E08000023,South Tyneside,5,E06000047,County Durham,Very close
E08000023,South Tyneside,6,E08000008,Tameside,Very close
E08000023,South Tyneside,7,E08000018,Rotherham,Very close
E08000023,South Tyneside,8,E08000005,Rochdale,Close 
E08000023,South Tyneside,9,E06000009,Blackpool,Close 
E08000023,South Tyneside,10,E06000005,Darlington,Close 
E08000024,Sunderland,1,E06000003,Redcar and Cleveland,Very close
E08000024,Sunderland,2,E08000023,South Tyneside,Very close
E08000024,Sunderland,3,E06000001,Hartlepool,Very close
E08000024,Sunderland,4,E08000018,Rotherham,Very close
E08000024,Sunderland,5,E08000008,Tameside,Very close
E08000024,Sunderland,6,E06000027,Torbay,Very close
E08000024,Sunderland,7,E08000037,Gateshead,Very close
E08000024,Sunderland,8,E06000047,County Durham,Very close
E08000024,Sunderland,9,E08000016,Barnsley,Very close
E08000024,Sunderland,10,E08000005,Rochdale,Very close
E08000025,Birmingham,1,E06000018,Nottingham,Very close
E08000025,Birmingham,2,E08000003,Manchester,Very close
E08000025,Birmingham,3,E08000032,Bradford,Very close
E08000025,Birmingham,4,E08000021,Newcastle upon Tyne,Close 
E08000025,Birmingham,5,E08000004,Oldham,Close 
E08000025,Birmingham,6,E06000008,Blackburn with Darwen,Close 
E08000025,Birmingham,7,E08000019,Sheffield,Close 
E08000025,Birmingham,8,E06000002,Middlesbrough,Close 
E08000025,Birmingham,9,E06000045,Southampton,Close 
E08000025,Birmingham,10,E08000006,Salford,Close 
E08000026,Coventry,1,E06000015,Derby,Very close
E08000026,Coventry,2,E06000045,Southampton,Very close
E08000026,Coventry,3,E06000031,Peterborough,Very close
E08000026,Coventry,4,E08000001,Bolton,Close 
E08000026,Coventry,5,E08000031,Wolverhampton,Close 
E08000026,Coventry,6,E09000017,Hillingdon,Close 
E08000026,Coventry,7,E08000005,Rochdale,Close 
E08000026,Coventry,8,E08000030,Walsall,Close 
E08000026,Coventry,9,E06000032,Luton,Close 
E08000026,Coventry,10,E06000021,Stoke-on-Trent,Close 
E08000027,Dudley,1,E08000036,Wakefield,Very close
E08000027,Dudley,2,E06000020,Telford and Wrekin,Very close
E08000027,Dudley,3,E06000004,Stockton-on-Tees,Very close
E08000027,Dudley,4,E08000018,Rotherham,Very close
E08000027,Dudley,5,E08000016,Barnsley,Very close
E08000027,Dudley,6,E06000035,Medway,Very close
E08000027,Dudley,7,E08000008,Tameside,Very close
E08000027,Dudley,8,E10000017,Lancashire,Very close
E08000027,Dudley,9,E06000005,Darlington,Very close
E08000027,Dudley,10,E10000019,Lincolnshire,Very close
E08000028,Sandwell,1,E08000031,Wolverhampton,Very close
E08000028,Sandwell,2,E06000010,"Kingston upon Hull, City of",Very close
E08000028,Sandwell,3,E06000021,Stoke-on-Trent,Close 
E08000028,Sandwell,4,E08000030,Walsall,Close 
E08000028,Sandwell,5,E08000005,Rochdale,Close 
E08000028,Sandwell,6,E08000032,Bradford,Close 
E08000028,Sandwell,7,E06000002,Middlesbrough,Close 
E08000028,Sandwell,8,E08000026,Coventry,Close 
E08000028,Sandwell,9,E08000004,Oldham,Close 
E08000028,Sandwell,10,E06000032,Luton,Close 
E08000029,Solihull,1,E08000007,Stockport,Very close
E08000029,Solihull,2,E06000050,Cheshire West and Chester,Very close
E08000029,Solihull,3,E10000031,Warwickshire,Very close
E08000029,Solihull,4,E06000007,Warrington,Very close
E08000029,Solihull,5,E10000016,Kent,Very close
E08000029,Solihull,6,E10000013,Gloucestershire,Very close
E08000029,Solihull,7,E06000024,North Somerset,Very close
E08000029,Solihull,8,E06000049,Cheshire East,Very close
E08000029,Solihull,9,E10000012,Essex,Very close
E08000029,Solihull,10,E10000015,Hertfordshire,Very close
E08000030,Walsall,1,E08000005,Rochdale,Very close
E08000030,Walsall,2,E06000021,Stoke-on-Trent,Very close
E08000030,Walsall,3,E08000008,Tameside,Very close
E08000030,Walsall,4,E08000031,Wolverhampton,Very close
E08000030,Walsall,5,E08000017,Doncaster,Very close
E08000030,Walsall,6,E06000015,Derby,Very close
E08000030,Walsall,7,E08000001,Bolton,Very close
E08000030,Walsall,8,E08000018,Rotherham,Very close
E08000030,Walsall,9,E06000012,North East Lincolnshire,Close 
E08000030,Walsall,10,E08000028,Sandwell,Close 
E08000031,Wolverhampton,1,E08000028,Sandwell,Very close
E08000031,Wolverhampton,2,E06000021,Stoke-on-Trent,Very close
E08000031,Wolverhampton,3,E08000030,Walsall,Very close
E08000031,Wolverhampton,4,E06000010,"Kingston upon Hull, City of",Very close
E08000031,Wolverhampton,5,E08000005,Rochdale,Close 
E08000031,Wolverhampton,6,E08000026,Coventry,Close 
E08000031,Wolverhampton,7,E08000017,Doncaster,Close 
E08000031,Wolverhampton,8,E06000015,Derby,Close 
E08000031,Wolverhampton,9,E06000002,Middlesbrough,Close 
E08000031,Wolverhampton,10,E06000012,North East Lincolnshire,Close 
E08000032,Bradford,1,E06000008,Blackburn with Darwen,Very close
E08000032,Bradford,2,E08000025,Birmingham,Very close
E08000032,Bradford,3,E08000004,Oldham,Close 
E08000032,Bradford,4,E08000019,Sheffield,Close 
E08000032,Bradford,5,E06000015,Derby,Close 
E08000032,Bradford,6,E08000005,Rochdale,Close 
E08000032,Bradford,7,E08000001,Bolton,Close 
E08000032,Bradford,8,E08000030,Walsall,Close 
E08000032,Bradford,9,E08000028,Sandwell,Close 
E08000032,Bradford,10,E08000034,Kirklees,Close 
